28.8877226188 34.7396241412 0.558541284489 0 1
25.7081518113 27.2961116669 0.985287623044 1 0
27.3663825505 35.2157739559 0.93838696244 0 1
29.9626396253 36.5834318999 0.261625040216 0 1
28.1413473039 35.4228287269 0.730527405457 0 1
27.2216939126 34.60453944 0.856497503731 0 1
29.2642985047 32.2463813705 0.150339394867 0 1
29.1670793204 33.473167552 0.776470669631 0 1
25.076653561 29.1552915233 0.494959898998 0 1
27.2389947999 29.100103515 0.903940681474 1 0
25.8633186238 28.1713956382 0.823515166384 1 0
28.6872557332 36.4494368694 0.465286097379 0 1
28.2188607927 36.0061049041 0.670798388219 0 1
27.924677491 34.0098539341 0.268680732272 0 1
27.3448763211 29.3424445447 0.385912570646 0 1
26.5801546159 31.682652724 0.43811915296 0 1
26.4486114624 33.1875207201 0.20456555493 0 1
28.1972779791 29.514527885 0.624238141558 1 0
26.5158955803 27.6955650819 0.808352962118 1 0
27.8696481746 30.5117884228 0.0823062680782 0 1
25.2631582306 27.6955846547 0.108875808535 0 1
26.1537631845 28.6443826558 0.35429499583 0 1
28.7158676792 35.243034431 0.643422820895 0 1
27.7541665314 33.2031807239 0.242498149671 0 1
29.0510552178 35.0143064518 0.155244794109 0 1
28.7853311744 33.749089621 0.784184212872 0 1
27.3893694553 34.3943505768 0.0161500123119 0 1
25.0477293269 28.7684423004 0.794009485184 1 0
27.2271148368 34.3285606731 0.682779710614 0 1
28.7462646591 34.1326800574 0.306860075674 0 1
25.7321374696 29.7400075413 0.780426928365 1 0
25.4141058747 32.4976282636 0.578907313967 0 1
29.0008431594 31.2921552635 0.459786207088 0 1
26.8000781383 29.600214416 0.740410171512 1 0
28.0797698554 35.4271677344 0.424888524606 0 1
25.87247929 30.9444486228 0.0707639948308 0 1
28.4181178641 35.4283906611 0.967491303232 0 1
25.0697598825 28.4910288321 0.606495519349 1 0
25.2132821983 30.826330664 0.865766291608 0 1
26.0169391064 28.2277395936 0.866241420657 1 0
25.4602890164 31.5596059305 0.504731900252 0 1
29.1950861968 35.8982380886 0.66135430261 0 1
25.4284724613 30.9677870238 0.716900381968 0 1
29.7382925931 32.6595335121 0.312218181797 0 1
25.6148024572 29.4133527667 0.47404362049 0 1
26.9873891827 30.3771038701 0.545082284297 0 1
25.0413337173 30.6307236339 0.323955288468 0 1
28.2127461383 30.9252992741 0.323330016845 0 1
26.9469078384 33.2000812995 0.762124610191 0 1
26.458975871 33.4351800913 0.161191067756 0 1
28.8654929023 30.0419592988 0.0392786266132 0 1
25.9146939491 30.0194690049 0.0274330311096 0 1
28.5787059178 36.2336661138 0.54424276511 0 1
26.241551657 29.1494232781 0.392182048128 0 1
27.5388911162 30.4835400456 0.494735302277 0 1
26.9986959467 28.1491437214 0.720230461105 1 0
28.3827523201 35.1673740883 0.508956890477 0 1
27.5738668943 29.3930153469 0.418945268898 0 1
26.4995922134 31.2955005532 0.765110878155 0 1
28.7623162717 31.9976817299 0.87088844522 0 1
25.1175169864 29.585352501 0.342711329298 0 1
27.1614693632 34.3151942035 0.458605007832 0 1
26.7447590844 30.1121625991 0.718229407962 0 1
27.3379089771 33.4185470581 0.500377092052 0 1
28.554342648 34.7667318454 0.364517904733 0 1
28.646688069 34.2648512969 0.0899413840952 0 1
27.3558732948 31.8702388112 0.456663930035 0 1
28.9188819722 36.5645861683 0.666397094926 0 1
